,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203930,2014-15,00,1610612750,MIN,25.0,4,0,72.0,7,20,0.35,4,13,0.308,4,4,1.0,1,5,6,4,3,0,2,3,22
1,203930,2015-16,00,1610612743,DEN,26.0,8,0,82.0,8,21,0.381,4,17,0.235,7,8,0.875,2,4,6,3,2,0,4,7,27
2,203930,2015-16,00,1610612751,BKN,26.0,23,0,534.0,115,249,0.462,35,97,0.361,53,59,0.898,10,40,50,26,10,2,27,30,318
3,203930,2015-16,00,0,TOT,26.0,31,0,616.0,123,270,0.456,39,114,0.342,60,67,0.896,12,44,56,29,12,2,31,37,345
4,203930,2016-17,00,1610612751,BKN,27.0,70,24,1754.0,305,735,0.415,105,308,0.341,204,242,0.843,22,258,280,157,45,6,135,118,919
5,203930,2017-18,00,1610612751,BKN,28.0,16,0,183.0,25,87,0.287,11,43,0.256,18,19,0.947,1,34,35,15,2,1,16,8,79
6,203930,2017-18,00,1610612749,MIL,28.0,23,0,205.0,31,82,0.378,13,46,0.283,18,19,0.947,1,24,25,15,5,1,9,15,93
7,203930,2017-18,00,1610612746,LAC,28.0,4,0,38.0,7,18,0.389,3,7,0.429,2,2,1.0,0,2,2,3,0,0,1,2,19
8,203930,2017-18,00,1610612741,CHI,28.0,9,1,214.0,47,107,0.439,19,48,0.396,26,32,0.813,3,22,25,13,6,3,12,8,139
9,203930,2017-18,00,0,TOT,28.0,52,1,640.0,110,294,0.374,46,144,0.319,64,72,0.889,5,82,87,46,13,5,38,33,330
