,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,202389,2010-11,00,1610612752,NYK,24.0,34,14,458.0,52,112,0.464,0,0,0.0,31,44,0.705,41,63,104,15,14,23,32,76,135
1,202389,2010-11,00,1610612743,DEN,24.0,11,0,66.0,11,21,0.524,0,0,0.0,6,8,0.75,5,12,17,0,1,2,3,8,28
2,202389,2010-11,00,0,TOT,24.0,45,14,524.0,63,133,0.474,0,0,0.0,37,52,0.712,46,75,121,15,15,25,35,84,163
3,202389,2011-12,00,1610612743,DEN,25.0,44,35,687.0,100,190,0.526,0,0,0.0,39,57,0.684,53,126,179,22,15,42,53,86,239
4,202389,2012-13,00,1610612743,DEN,26.0,41,1,366.0,44,87,0.506,0,2,0.0,20,26,0.769,50,57,107,9,6,18,25,57,108
5,202389,2013-14,00,1610612743,DEN,27.0,82,30,1770.0,285,545,0.523,4,24,0.167,196,260,0.754,171,357,528,62,27,100,122,213,770
6,202389,2014-15,00,1610612743,DEN,28.0,35,35,897.0,117,232,0.504,2,6,0.333,63,86,0.733,91,181,272,16,15,41,47,114,299
7,202389,2014-15,00,1610612739,CLE,28.0,46,45,1149.0,197,334,0.59,0,0,0.0,92,130,0.708,112,207,319,39,18,56,69,113,486
8,202389,2014-15,00,0,TOT,28.0,81,80,2046.0,314,566,0.555,2,6,0.333,155,216,0.718,203,388,591,55,33,97,116,227,785
9,202389,2015-16,00,1610612739,CLE,29.0,76,48,1326.0,203,359,0.565,1,7,0.143,68,95,0.716,110,227,337,33,22,57,71,159,475
10,202389,2016-17,00,1610612747,LAL,30.0,54,52,1104.0,169,328,0.515,0,1,0.0,63,78,0.808,104,160,264,43,16,31,72,133,401
11,202389,2017-18,00,1610612751,BKN,31.0,31,13,359.0,52,93,0.559,4,18,0.222,23,30,0.767,32,66,98,11,5,13,33,39,131
