,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,76233,1967-68,00,1610612752,NYK,24.0,45,,874.0,142,341,0.416,,,,76,104,0.731,,,113,137,,,,138,360
1,76233,1968-69,00,1610612752,NYK,25.0,82,,2413.0,407,948,0.429,,,,206,253,0.814,,,350,302,,,,295,1020
2,76233,1969-70,00,1610612752,NYK,26.0,67,,2098.0,413,897,0.46,,,,145,176,0.824,,,239,268,,,,219,971
3,76233,1970-71,00,1610612752,NYK,27.0,78,,2300.0,413,912,0.453,,,,144,175,0.823,,,260,280,,,,245,970
4,76233,1971-72,00,1610612752,NYK,28.0,78,,2780.0,504,1085,0.465,,,,169,199,0.849,,,250,315,,,,254,1177
5,76233,1972-73,00,1610612752,NYK,29.0,82,,2998.0,575,1252,0.459,,,,169,194,0.871,,,301,367,,,,273,1319
6,76233,1973-74,00,1610612752,NYK,30.0,82,,2813.0,502,1112,0.451,,,,146,167,0.874,59.0,194.0,253,242,42.0,21.0,,278,1150
7,76233,1974-75,00,1610612752,NYK,31.0,79,,2787.0,452,1036,0.436,,,,144,165,0.873,65.0,186.0,251,247,74.0,18.0,,283,1048
8,76233,1975-76,00,1610612752,NYK,32.0,82,,2709.0,392,906,0.433,,,,130,148,0.878,47.0,187.0,234,247,68.0,18.0,,256,914
9,76233,1976-77,00,1610612752,NYK,33.0,67,,1027.0,127,274,0.464,,,,34,42,0.81,27.0,76.0,103,128,25.0,8.0,,122,288
